fantrax_name,fantrax_team,rank,score,name,team,position,matchup count,Date
Oleksandr Zinchenko,ARS,101,1288.0921363093653,Oleksandr Zinchenko,,D,658,2023-07-21
Carlton Morris,LUT,102,1286.5118057125185,Carlton Morris,,F,648,2023-07-21
Alfie Doughty,LUT,103,1282.8784726269614,Alfie Doughty,,M,663,2023-07-21
Oliver McBurnie,SHU,104,1282.2734216048711,Oliver McBurnie,,F,645,2023-07-21
Justin Kluivert,BOU,105,1279.8405066150785,Justin Kluivert,,M,660,2023-07-21
Oliver Norwood,SHU,106,1278.8836422921304,Oliver Norwood,,M,638,2023-07-21
Michael Keane,EVE,107,1277.4576407714014,Michael Keane,,D,685,2023-07-21
Demarai Gray,EVE,108,1274.1534497930513,Demarai Gray,,M,660,2023-07-21
Wilfried Zaha,CRY,99,1328.766523701181,Wilfried Zaha,,F,627,2023-07-21
Anthony Gordon,NEW,131,1114.6695441621582,Anthony Gordon,,M,637,2023-07-21
Thiago Nascimento,LIV,173,748.7966960889344,Thiago,,M,311,2023-07-21
Antonee Robinson,FUL,133,1098.7148202232822,Antonee Robinson,,D,653,2023-07-21
Lisandro Martinez,MUN,156,945.5109163631827,Lisandro Martinez,,D,612,2023-07-21
Malo Gusto,CHE,157,921.0072483815918,Malo Gusto,,D,276,2023-07-21
Raphael Varane,MUN,158,919.6514397064074,Raphael Varane,,D,606,2023-07-21
Mateo Kovacic,MCI,159,909.3625649691826,Mateo Kovacic,,M,592,2023-07-21
Curtis Jones,LIV,160,905.0580197060527,Curtis Jones,,M,625,2023-07-21
Facundo Buonanotte,BHA,161,894.0372621482414,Facundo Buonanotte,,M,449,2023-07-21
Neco Williams,NOT,162,888.550645084614,Neco Williams,,D,479,2023-07-21
Sasa Kalajdzic,WOL,163,878.8656852792101,Sasa Kalajdzic,,F,540,2023-07-21
Anthony Martial,MUN,155,952.9326554327052,Anthony Martial,,F,529,2023-07-21
Alejandro Garnacho Ferreyra,MUN,164,878.7141825643774,Alejandro Garnacho Ferreyra,,M,599,2023-07-21
Charlie Taylor,BUR,166,867.4703827791162,Charlie Taylor,,D,546,2023-07-21
Matt Targett,NEW,167,861.5340223945309,Matt Targett,,D,368,2023-07-21
Jay Rodriguez,BUR,168,859.8116369579677,Jay Rodriguez,,F,161,2023-07-21
Jurrien Timber,ARS,169,842.0400387167149,Jurrien Timber,,D,556,2023-07-21
Nathan Ake,MCI,170,839.0348865039398,Nathan Ake,,D,462,2023-07-21
Armando Broja,CHE,171,837.5465343044783,Armando Broja,,F,222,2023-07-21
Marc Cucurella,CHE,172,752.7286264732927,Marc Cucurella,,D,221,2023-07-21
Dominic Solanke,BOU,89,1414.3737257902667,Dominic Solanke,,F,646,2023-07-21
Tanguy Ndombele,TOT,165,873.4020574569516,Tanguy Ndombele,,M,283,2023-07-21
Ben White,ARS,132,1110.9228092845817,Ben White,,D,658,2023-07-21
Jack Robinson,SHU,154,963.8468678180003,Jack Robinson,,D,13,2023-07-21
Vladimir Coufal,WHU,152,977.8832981206269,Vladimir Coufal,,D,600,2023-07-21
Iyenoma Destiny Udogie,TOT,134,1097.320991628605,Destiny Udogie,,D,581,2023-07-21
Rodrigo Bentancur,TOT,135,1094.8811128974726,Rodrigo Bentancur,,M,619,2023-07-21
Yoane Wissa,BRF,136,1092.6138248980883,Yoane Wissa,,F,581,2023-07-21
John Stones,MCI,137,1080.1073103580645,John Stones,,D,694,2023-07-21
Danny Welbeck,BHA,138,1070.0649392045943,Danny Welbeck,,F,652,2023-07-21
John Egan,SHU,139,1055.8283088577164,John Egan,,D,685,2023-07-21
Tom Lockyer,LUT,140,1053.8470978556952,Tom Lockyer,,D,590,2023-07-21
Milos Kerkez,BOU,141,1052.8625085038077,Milos Kerkez,,D,26,2023-07-21
Manor Solomon,TOT,153,977.6759083608293,Manor Solomon,,F,532,2023-07-21
Ruben Santos Gato Alves Dias,MCI,142,1052.6831984797072,Ruben Dias,,D,651,2023-07-21
Matty Cash,AVL,144,1043.1606056864675,Matty Cash,,D,563,2023-07-21
Daniel Podence,WOL,145,1038.5666211790578,Daniel Podence,,F,654,2023-07-21
Aaron Cresswell,WHU,146,1037.9803366900262,Aaron Cresswell,,D,572,2023-07-21
Odsonne Edouard,CRY,147,1031.7035323317293,Odsonne Edouard,,F,296,2023-07-21
Amadou Onana,EVE,148,1021.4099651950268,Amadou Onana,,M,635,2023-07-21
Levi Colwill,CHE,149,1011.644990660626,Levi Colwill,,D,453,2023-07-21
Cristian Romero,TOT,150,995.1031005431977,Cristian Romero,,D,640,2023-07-21
Emerson Aparecido Leite de Souza Junior,TOT,151,982.5362955527942,Emerson Royal,,D,631,2023-07-21
John McGinn,AVL,143,1044.915379258556,John McGinn,,M,680,2023-07-21
Benson Manuel,BUR,87,1432.0225050933545,Benson Manuel,,M,690,2023-07-21
Mathias Jensen,BRF,88,1416.2391461599705,Mathias Jensen,,M,601,2023-07-21
Josh Brownhill,BUR,86,1440.2257770885392,Josh Brownhill,,M,605,2023-07-21
Christopher Nkunku,CHE,24,2162.2961726025874,Christopher Nkunku,,F,1023,2023-07-21
Morgan Gibbs-White,NOT,25,2157.8225080400784,Morgan Gibbs-White,,M,1074,2023-07-21
Michael Olise,CRY,26,2146.4125578560042,Michael Olise,,M,1046,2023-07-21
Luis Diaz,LIV,27,2102.0317107941373,Luis Diaz,,F,1044,2023-07-21
Pascal Gross,BHA,28,2062.5197955040703,Pascal Gross,,M,1029,2023-07-21
Dejan Kulusevski,TOT,29,2053.876345654686,Dejan Kulusevski,,M,916,2023-07-21
Reece James,CHE,30,2013.8828680541599,Reece James,,D,890,2023-07-21
Cody Gakpo,LIV,31,2001.133195605628,Cody Gakpo,,F,825,2023-07-21
Alexander Isak,NEW,22,2208.472063533638,Alexander Isak,,F,1090,2023-07-21
Dominik Szoboszlai,LIV,32,1995.9020754636347,Dominik Szoboszlai,,M,984,2023-07-21
Lucas Paqueta,WHU,34,1982.8211505498725,Lucas Paqueta,,M,867,2023-07-21
Darwin Nunez,LIV,35,1980.200100870294,Darwin Nunez,,F,901,2023-07-21
Pedro Porro,TOT,36,1974.0806686989254,Pedro Porro,,D,711,2023-07-21
Bryan Mbeumo,BRF,37,1965.5562244749926,Bryan Mbeumo,,F,837,2023-07-21
Pervis Estupinan,BHA,38,1932.6950223475772,Pervis Estupinan,,D,787,2023-07-21
Andrew Robertson,LIV,39,1930.56196181776,Andrew Robertson,,D,742,2023-07-21
Luke Shaw,MUN,40,1924.073133403628,Luke Shaw,,D,786,2023-07-21
Said Benrahma,WHU,41,1922.4230891668703,Said Benrahma,,M,752,2023-07-21
Joelinton Cassio Apolinario de Lira,NEW,33,1986.8985500402894,Joelinton,,M,795,2023-07-21
Ethan Pinnock,BRF,42,1919.1051494163746,Ethan Pinnock,,D,755,2023-07-21
Dwight McNeil,EVE,21,2214.816968584002,Dwight McNeil,,M,1084,2023-07-21
Kaoru Mitoma,BHA,19,2275.069073112737,Kaoru Mitoma,,M,1029,2023-07-21
Bruno Miguel Borges Fernandes,MUN,1,3217.609811526784,Bruno Fernandes,,M,700,2023-07-21
Erling Haaland,MCI,2,3206.0482186090276,Erling Haaland,,F,694,2023-07-21
Mohamed Ghaly,LIV,3,2957.6889852641943,Mohamed Salah,,F,810,2023-07-21
Harry Kane,TOT,4,2923.3057465295324,Harry Kane,,F,749,2023-07-21
Kevin De Bruyne,MCI,5,2857.1275255386327,Kevin De Bruyne,,M,815,2023-07-21
Bukayo Saka,ARS,6,2843.7208458285054,Bukayo Saka,,M,842,2023-07-21
Trent Alexander-Arnold,LIV,7,2751.910319422175,Trent Alexander-Arnold,,D,934,2023-07-21
Martin Odegaard,ARS,8,2657.7006747795604,Martin Odegaard,,M,1052,2023-07-21
Eberechi Eze,CRY,20,2230.3364309392678,Eberechi Eze,,M,1044,2023-07-21
Kieran Trippier,NEW,9,2619.5140545755344,Kieran Trippier,,D,1036,2023-07-21
James Maddison,TOT,11,2552.633361491313,James Maddison,,M,1071,2023-07-21
Gabriel Silva,ARS,12,2467.529855653313,Gabriel Martinelli,,M,1052,2023-07-21
Marcus Rashford,MUN,13,2456.599203866897,Marcus Rashford,,F,1119,2023-07-21
Phil Foden,MCI,14,2447.2798699366194,Phil Foden,,M,1098,2023-07-21
Heung Min Son,TOT,15,2432.533144234405,Son Heung-Min,,F,1061,2023-07-21
Jack Grealish,MCI,16,2353.2729464136232,Jack Grealish,,M,1107,2023-07-21
Ollie Watkins,AVL,17,2288.8493483154252,Ollie Watkins,,F,1067,2023-07-21
Solly March,BHA,18,2288.4983595483773,Solly March,,M,1108,2023-07-21
Gabriel Jesus,ARS,10,2611.683086462763,Gabriel Jesus,,F,1078,2023-07-21
Ben Chilwell,CHE,43,1895.9080807958014,Ben Chilwell,,D,747,2023-07-21
Jarrod Bowen,WHU,23,2163.5473257960057,Jarrod Bowen,,M,1075,2023-07-21
Diogo Jose Teixeira da Silva,LIV,45,1878.4003668734574,Diogo Jota,,F,844,2023-07-21
Antony Matheus dos Santos,MUN,68,1597.2924696225552,Antony,,F,747,2023-07-21
Jose Diogo Dalot Teixeira,MUN,69,1592.9136086559638,Diogo Dalot,,D,742,2023-07-21
Julio Enciso,BHA,70,1587.686092918917,Julio Enciso,,F,741,2023-07-21
Noni Madueke,CHE,71,1581.2957759131605,Noni Madueke,,F,657,2023-07-21
Nicolas Jackson,CHE,72,1551.0795969384171,Nicolas Jackson,,F,636,2023-07-21
Leandro Trossard,ARS,73,1542.3775295149521,Leandro Trossard,,M,735,2023-07-21
Dango Ouattara,BOU,74,1537.6343857588738,Dango Ouattara,,F,719,2023-07-21
Youri Tielemans,AVL,75,1537.001424557591,Youri Tielemans,,M,698,2023-07-21
Ivan Toney,BRF,67,1597.5992169555093,Ivan Toney,,F,706,2023-07-21
Bernardo Mota Veiga de Carvalho e Silva,MCI,76,1526.471901891617,Bernardo Silva,,M,649,2023-07-21
Moussa Diaby,AVL,78,1506.011712702443,Moussa Diaby,,M,7,2023-07-21
Evan Ferguson,BHA,79,1503.1700539853948,Evan Ferguson,,F,625,2023-07-21
Douglas Luiz Soares de Paulo,AVL,80,1499.808755859441,Douglas Luiz,,M,751,2023-07-21
Declan Rice,ARS,81,1491.1978448078005,Declan Rice,,M,743,2023-07-21
Jacob Ramsey,AVL,82,1482.0780590766947,Jacob Ramsey,,M,789,2023-07-21
Iliman Ndiaye,SHU,83,1480.3049214108564,Iliman Ndiaye,,M,656,2023-07-21
Miguel Almiron,NEW,84,1478.6450577693784,Miguel Almiron,,M,619,2023-07-21
Aleksandar Mitrovic,FUL,44,1881.608245737285,Aleksandar Mitrovic,,F,897,2023-07-21
Jadon Sancho,MUN,77,1516.840289856714,Jadon Sancho,,M,706,2023-07-21
Rodrigo Hernandez Cascante,MCI,66,1614.5842374439098,Rodri,,M,766,2023-07-21
Joe Willock,NEW,85,1472.5111431026758,Joe Willock,,M,694,2023-07-21
Hamed Traore,BOU,64,1642.8565763775796,Hamed Traore,,M,695,2023-07-21
Kai Havertz,ARS,65,1641.3623482287326,Kai Havertz,,F,747,2023-07-21
Raheem Sterling,CHE,47,1839.187245408517,Raheem Sterling,,F,752,2023-07-21
Alex Iwobi,EVE,48,1828.591127614888,Alex Iwobi,,M,743,2023-07-21
Mason Mount,MUN,49,1818.3191264574227,Mason Mount,,M,852,2023-07-21
Ben Mee,BRF,50,1805.9365249458374,Ben Mee,,D,753,2023-07-21
Fabian Schar,NEW,51,1786.3488498289782,Fabian Schar,,D,736,2023-07-21
Andreas Hugo Hoelgebaum Pereira,FUL,52,1776.154056318105,Andreas Pereira,,M,752,2023-07-21
Julian Alvarez,MCI,53,1772.8184983656765,Julian Alvarez,,F,699,2023-07-21
Alexis Mac Allister,LIV,54,1762.2234516290528,Alexis Mac Allister,,M,729,2023-07-21
James Tarkowski,EVE,46,1848.5389431190613,James Tarkowski,,D,729,2023-07-21
Virgil van Dijk,LIV,56,1731.941432146317,Virgil van Dijk,,D,727,2023-07-21
Harvey Barnes,NEW,57,1698.5090131392471,Harvey Barnes,,M,15,2023-07-21
Willian,FUL,58,1687.9425394948478,Willian,,F,771,2023-07-21
Marcus Tavernier,BOU,59,1678.8051071194236,Marcus Tavernier,,M,760,2023-07-21
Joao Pedro Junqueira de Jesus,BHA,60,1677.8093869700524,Joao Pedro,,F,712,2023-07-21
Casemiro,MUN,61,1676.081363845918,Casemiro,,M,739,2023-07-21
Alexandre Moreno Lopera,AVL,62,1662.2661633505027,Alex Moreno,,D,741,2023-07-21
Bruno Moura,NEW,63,1657.4604306527767,Bruno Guimaraes,,M,743,2023-07-21
Callum Wilson,NEW,55,1748.4075739580574,Callum Wilson,,F,773,2023-07-21
Pedro Neto,WOL,117,1216.926779839659,Pedro Neto,,F,655,2023-07-22
Tomas Soucek,WHU,116,1222.4205004017704,Tomas Soucek,,M,695,2023-07-22
Christian Norgaard,BRF,115,1225.183005298469,Christian Norgaard,,M,699,2023-07-22
Anass Zaroury,BUR,111,1238.5360080411838,Anass Zaroury,,M,683,2023-07-22
Sven Botman,NEW,113,1229.594169102239,Sven Botman,,D,662,2023-07-22
Ibrahima Konate,LIV,112,1236.2371756185025,Ibrahima Konate,,D,675,2023-07-22
Anthony Gordon,NEW,128,1156.8874913427235,Anthony Gordon,,M,663,2023-07-22
Michael Keane,EVE,114,1226.1471241701925,Michael Keane,,D,712,2023-07-22
Dan Burn,NEW,118,1206.9067082697209,Dan Burn,,D,683,2023-07-22
Enzo Fernandez,CHE,122,1195.8581361784434,Enzo Fernandez,,M,684,2023-07-22
Felipe Augusto de Almeida Monteiro,NOT,120,1202.612644247149,Felipe,,D,352,2023-07-22
Ivan Perisic,TOT,121,1202.1830201889566,Ivan Perisic,,M,659,2023-07-22
Serge Aurier,NOT,123,1184.5579818272874,Serge Aurier,,D,568,2023-07-22
Kevin Schade,BRF,124,1183.3575946002584,Kevin Schade,,M,689,2023-07-22
Christian Eriksen,MUN,125,1170.333238341754,Christian Eriksen,,M,667,2023-07-22
Gabriel Magalhaes,ARS,126,1161.612403339072,Gabriel Magalhaes,,D,663,2023-07-22
Iyenoma Destiny Udogie,TOT,127,1159.5319339135926,Destiny Udogie,,D,604,2023-07-22
Oliver McBurnie,SHU,110,1240.0421847502325,Oliver McBurnie,,F,672,2023-07-22
Aaron Wan-Bissaka,MUN,119,1205.165422059096,Aaron Wan-Bissaka,,D,656,2023-07-22
Carlton Morris,LUT,109,1240.2374611223731,Carlton Morris,,F,673,2023-07-22
Sandro Tonali,NEW,99,1326.0953049389786,Sandro Tonali,,M,658,2023-07-22
Conor Gallagher,CHE,107,1259.342417671499,Conor Gallagher,,M,658,2023-07-22
Leon Bailey,AVL,129,1152.0632146615344,Leon Bailey,,F,671,2023-07-22
Miguel Almiron,NEW,89,1406.5546200187878,Miguel Almiron,,M,640,2023-07-22
Brennan Johnson,NOT,90,1390.9576211680717,Brennan Johnson,,F,643,2023-07-22
Wilfried Zaha,CRY,91,1382.6246346229511,Wilfried Zaha,,F,645,2023-07-22
Moises Caicedo,BHA,92,1382.0649025208436,Moises Caicedo,,M,645,2023-07-22
Harry Wilson,FUL,93,1381.72174033808,Harry Wilson,,M,708,2023-07-22
Abdoulaye Doucoure,EVE,94,1369.0028805402173,Abdoulaye Doucoure,,M,674,2023-07-22
Mykhailo Mudryk,CHE,95,1364.716232099884,Mykhailo Mudryk,,M,628,2023-07-22
Taiwo Awoniyi,NOT,108,1246.151365851286,Taiwo Awoniyi,,F,601,2023-07-22
Benson Manuel,BUR,96,1355.9412095949965,Benson Manuel,,M,718,2023-07-22
Philip Billing,BOU,98,1337.0930365770962,Philip Billing,,M,663,2023-07-22
Kenny Tete,FUL,100,1323.1553317676767,Kenny Tete,,D,654,2023-07-22
Demarai Gray,EVE,101,1303.0830281009405,Demarai Gray,,M,679,2023-07-22
Justin Kluivert,BOU,102,1298.710710445718,Justin Kluivert,,M,687,2023-07-22
Oliver Norwood,SHU,103,1272.4127532431492,Oliver Norwood,,M,665,2023-07-22
Oleksandr Zinchenko,ARS,104,1264.4931199869834,Oleksandr Zinchenko,,D,682,2023-07-22
Alfie Doughty,LUT,105,1260.3645551026475,Alfie Doughty,,M,692,2023-07-22
Richarlison Andrade,TOT,106,1260.0760142652318,Richarlison,,F,674,2023-07-22
Mathias Jensen,BRF,97,1348.1667736565344,Mathias Jensen,,M,624,2023-07-22
Yoane Wissa,BRF,130,1146.8371273721366,Yoane Wissa,,F,601,2023-07-22
Josh Brownhill,BUR,87,1434.8480263118329,Josh Brownhill,,M,639,2023-07-22
Danny Welbeck,BHA,132,1138.1461557825005,Danny Welbeck,,F,673,2023-07-22
Jack Robinson,SHU,156,951.7921160967974,Jack Robinson,,D,38,2023-07-22
Jurrien Timber,ARS,157,939.1844624202723,Jurrien Timber,,D,574,2023-07-22
Facundo Buonanotte,BHA,158,938.1217597208044,Facundo Buonanotte,,M,477,2023-07-22
Raphael Varane,MUN,159,937.5380481257764,Raphael Varane,,D,617,2023-07-22
Alejandro Garnacho Ferreyra,MUN,160,934.7662202823578,Alejandro Garnacho Ferreyra,,M,616,2023-07-22
Malo Gusto,CHE,161,934.1995485230797,Malo Gusto,,D,295,2023-07-22
Neco Williams,NOT,162,927.8851970114723,Neco Williams,,D,500,2023-07-22
Lisandro Martinez,MUN,163,924.5554615508536,Lisandro Martinez,,D,627,2023-07-22
Vladimir Coufal,WHU,155,978.3134910776303,Vladimir Coufal,,D,625,2023-07-22
Charlie Taylor,BUR,164,911.6491723354233,Charlie Taylor,,D,561,2023-07-22
Curtis Jones,LIV,166,894.7444540681261,Curtis Jones,,M,645,2023-07-22
Armando Broja,CHE,167,873.5286233567772,Armando Broja,,F,237,2023-07-22
Tanguy Ndombele,TOT,168,858.3665316488631,Tanguy Ndombele,,M,300,2023-07-22
Nathan Ake,MCI,169,857.9694508589827,Nathan Ake,,D,471,2023-07-22
Jay Rodriguez,BUR,170,850.3685332671397,Jay Rodriguez,,F,169,2023-07-22
Matt Targett,NEW,171,840.3190738291449,Matt Targett,,D,379,2023-07-22
Marc Cucurella,CHE,172,785.3793287436376,Marc Cucurella,,D,235,2023-07-22
Matt Doherty,WOL,88,1427.643287355793,Matt Doherty,,D,45,2023-07-22
Sasa Kalajdzic,WOL,165,894.858261848237,Sasa Kalajdzic,,F,560,2023-07-22
Levi Colwill,CHE,154,987.210408334014,Levi Colwill,,D,476,2023-07-22
Mateo Kovacic,MCI,153,988.8606089967004,Mateo Kovacic,,M,616,2023-07-22
Emerson Aparecido Leite de Souza Junior,TOT,152,989.7264107872596,Emerson Royal,,D,664,2023-07-22
John Stones,MCI,133,1110.4844765961298,John Stones,,D,716,2023-07-22
Ben White,ARS,134,1110.4087448245323,Ben White,,D,686,2023-07-22
Anel Ahmedhodzic,SHU,135,1103.1201249989845,Anel Ahmedhodzic,,D,686,2023-07-22
Rodrigo Bentancur,TOT,136,1089.732695001635,Rodrigo Bentancur,,M,642,2023-07-22
Antonee Robinson,FUL,137,1077.3432169091163,Antonee Robinson,,D,673,2023-07-22
Benoit Badiashile,CHE,138,1059.792508446886,Benoit Badiashile,,D,656,2023-07-22
Amadou Onana,EVE,139,1047.1499683959628,Amadou Onana,,M,654,2023-07-22
John McGinn,AVL,140,1044.1716938211355,John McGinn,,M,703,2023-07-22
Tom Lockyer,LUT,141,1043.1152407053903,Tom Lockyer,,D,613,2023-07-22
Milos Kerkez,BOU,142,1040.4375776576694,Milos Kerkez,,D,47,2023-07-22
Manor Solomon,TOT,143,1037.4698569897785,Manor Solomon,,F,552,2023-07-22
Odsonne Edouard,CRY,144,1031.2385603238645,Odsonne Edouard,,F,314,2023-07-22
Cristian Romero,TOT,145,1021.4465056398177,Cristian Romero,,D,661,2023-07-22
John Egan,SHU,146,1017.2972174423435,John Egan,,D,706,2023-07-22
Ruben Santos Gato Alves Dias,MCI,147,1016.0792537902735,Ruben Dias,,D,677,2023-07-22
Matty Cash,AVL,148,1015.3307649456692,Matty Cash,,D,586,2023-07-22
Daniel Podence,WOL,149,1011.9769018202716,Daniel Podence,,F,678,2023-07-22
Anthony Martial,MUN,150,1002.8769557875528,Anthony Martial,,F,558,2023-07-22
Aaron Cresswell,WHU,151,1000.2595487554297,Aaron Cresswell,,D,595,2023-07-22
Emiliano Buendia,AVL,131,1141.7956135868176,Emiliano Buendia,,M,656,2023-07-22
Thiago Nascimento,LIV,173,728.5831966141849,Thiago,,M,325,2023-07-22
Hamed Traore,BOU,65,1629.3423717947865,Hamed Traore,,M,723,2023-07-22
Dominic Solanke,BOU,85,1448.9616417859713,Dominic Solanke,,F,673,2023-07-22
Dwight McNeil,EVE,23,2166.5728739076612,Dwight McNeil,,M,1122,2023-07-22
Morgan Gibbs-White,NOT,24,2136.3639269008727,Morgan Gibbs-White,,M,1113,2023-07-22
Jarrod Bowen,WHU,25,2133.623893087264,Jarrod Bowen,,M,1102,2023-07-22
Michael Olise,CRY,26,2112.474645954805,Michael Olise,,M,1080,2023-07-22
Luis Diaz,LIV,27,2102.8812811374046,Luis Diaz,,F,1083,2023-07-22
Pascal Gross,BHA,28,2086.097986824058,Pascal Gross,,M,1058,2023-07-22
Darwin Nunez,LIV,29,2041.7825621786865,Darwin Nunez,,F,932,2023-07-22
Dominik Szoboszlai,LIV,30,2030.868672872775,Dominik Szoboszlai,,M,1017,2023-07-22
Dominic Calvert-Lewin,EVE,86,1436.2671376933176,Dominic Calvert-Lewin,,F,709,2023-07-22
Reece James,CHE,31,2024.812273517362,Reece James,,D,924,2023-07-22
Dejan Kulusevski,TOT,33,1995.1316569270816,Dejan Kulusevski,,M,949,2023-07-22
Cody Gakpo,LIV,34,1987.064755004952,Cody Gakpo,,F,848,2023-07-22
Lucas Paqueta,WHU,35,1968.5993911211413,Lucas Paqueta,,M,901,2023-07-22
Joelinton Cassio Apolinario de Lira,NEW,36,1962.961840663768,Joelinton,,M,822,2023-07-22
Pervis Estupinan,BHA,37,1957.6411478364735,Pervis Estupinan,,D,811,2023-07-22
Bryan Mbeumo,BRF,38,1943.9746807454765,Bryan Mbeumo,,F,863,2023-07-22
Andrew Robertson,LIV,39,1907.816967010985,Andrew Robertson,,D,769,2023-07-22
Raheem Sterling,CHE,40,1894.5740878113327,Raheem Sterling,,F,781,2023-07-22
Pedro Porro,TOT,32,2001.3908142915025,Pedro Porro,,D,736,2023-07-22
Said Benrahma,WHU,41,1886.088629092789,Said Benrahma,,M,779,2023-07-22
Ollie Watkins,AVL,21,2212.135572631787,Ollie Watkins,,F,1098,2023-07-22
Eberechi Eze,CRY,19,2265.7588116212555,Eberechi Eze,,M,1078,2023-07-22
Erling Haaland,MCI,1,3213.170439416831,Erling Haaland,,F,722,2023-07-22
Bruno Miguel Borges Fernandes,MUN,2,3201.7473599334357,Bruno Fernandes,,M,723,2023-07-22
Mohamed Ghaly,LIV,3,2965.4049521674547,Mohamed Salah,,F,840,2023-07-22
Harry Kane,TOT,4,2947.302588586699,Harry Kane,,F,769,2023-07-22
Kevin De Bruyne,MCI,5,2881.2022044127425,Kevin De Bruyne,,M,844,2023-07-22
Bukayo Saka,ARS,6,2830.839686323951,Bukayo Saka,,M,871,2023-07-22
Trent Alexander-Arnold,LIV,7,2751.006886789469,Trent Alexander-Arnold,,D,969,2023-07-22
Martin Odegaard,ARS,8,2673.8722660769536,Martin Odegaard,,M,1081,2023-07-22
Christopher Nkunku,CHE,20,2218.929193175444,Christopher Nkunku,,F,1061,2023-07-22
Kieran Trippier,NEW,9,2648.6781153393813,Kieran Trippier,,D,1072,2023-07-22
James Maddison,TOT,11,2501.4927761287786,James Maddison,,M,1117,2023-07-22
Heung Min Son,TOT,12,2455.668415949661,Son Heung-Min,,F,1095,2023-07-22
Gabriel Silva,ARS,13,2452.5419845580404,Gabriel Martinelli,,M,1092,2023-07-22
Phil Foden,MCI,14,2449.0873642806523,Phil Foden,,M,1134,2023-07-22
Marcus Rashford,MUN,15,2445.7844157011427,Marcus Rashford,,F,1144,2023-07-22
Jack Grealish,MCI,16,2399.98892666102,Jack Grealish,,M,1143,2023-07-22
Kaoru Mitoma,BHA,17,2311.2938650385668,Kaoru Mitoma,,M,1067,2023-07-22
Solly March,BHA,18,2283.275812370763,Solly March,,M,1146,2023-07-22
Gabriel Jesus,ARS,10,2606.705885413381,Gabriel Jesus,,F,1110,2023-07-22
Ben Chilwell,CHE,42,1876.6214991643078,Ben Chilwell,,D,777,2023-07-22
Alexander Isak,NEW,22,2187.9081964028837,Alexander Isak,,F,1121,2023-07-22
Julian Alvarez,MCI,44,1867.304801978172,Julian Alvarez,,F,726,2023-07-22
Bernardo Mota Veiga de Carvalho e Silva,MCI,68,1596.0605430597684,Bernardo Silva,,M,676,2023-07-22
Noni Madueke,CHE,69,1589.3293840701624,Noni Madueke,,F,688,2023-07-22
Julio Enciso,BHA,70,1580.0634210897006,Julio Enciso,,F,772,2023-07-22
Ivan Toney,BRF,71,1574.6964264278936,Ivan Toney,,F,733,2023-07-22
Jadon Sancho,MUN,72,1562.4825017127648,Jadon Sancho,,M,731,2023-07-22
Dango Ouattara,BOU,73,1559.8325810521935,Dango Ouattara,,F,748,2023-07-22
Antony Matheus dos Santos,MUN,75,1538.86444727928,Antony,,F,766,2023-07-22
Moussa Diaby,AVL,76,1536.4000544960288,Moussa Diaby,,M,30,2023-07-22
Evan Ferguson,BHA,77,1525.5719090759678,Evan Ferguson,,F,650,2023-07-22
Youri Tielemans,AVL,78,1523.3633071557126,Youri Tielemans,,M,726,2023-07-22
Douglas Luiz Soares de Paulo,AVL,79,1498.4890391127078,Douglas Luiz,,M,789,2023-07-22
Nicolas Jackson,CHE,80,1492.1049060527732,Nicolas Jackson,,F,663,2023-07-22
Iliman Ndiaye,SHU,81,1480.8804260586803,Iliman Ndiaye,,M,680,2023-07-22
Jacob Ramsey,AVL,82,1473.8600418732672,Jacob Ramsey,,M,810,2023-07-22
Joe Willock,NEW,83,1455.9846297824884,Joe Willock,,M,713,2023-07-22
Declan Rice,ARS,84,1452.4830887078235,Declan Rice,,M,764,2023-07-22
Mason Mount,MUN,43,1875.912824935554,Mason Mount,,M,877,2023-07-22
Leandro Trossard,ARS,67,1605.5431727945165,Leandro Trossard,,M,765,2023-07-22
Jose Diogo Dalot Teixeira,MUN,66,1606.0724231002832,Diogo Dalot,,D,772,2023-07-22
Rodrigo Hernandez Cascante,MCI,74,1542.1032946453636,Rodri,,M,794,2023-07-22
Luke Shaw,MUN,46,1851.234857817169,Luke Shaw,,D,816,2023-07-22
Diogo Jose Teixeira da Silva,LIV,45,1861.488292568179,Diogo Jota,,F,866,2023-07-22
Willian,FUL,64,1642.1173633507901,Willian,,F,799,2023-07-22
Aleksandar Mitrovic,FUL,47,1842.4283661122079,Aleksandar Mitrovic,,F,926,2023-07-22
Ethan Pinnock,BRF,48,1808.2003231162423,Ethan Pinnock,,D,780,2023-07-22
Alexis Mac Allister,LIV,49,1806.499850223567,Alexis Mac Allister,,M,759,2023-07-22
Fabian Schar,NEW,50,1798.428470172223,Fabian Schar,,D,760,2023-07-22
